id,name,lat,lon,all_sz
1727210,Mount Prospect SD 57,42.063,-87.939,232.0
1727290,Mt Pulaski CUSD 23,39.98,-89.289,37.0
1727300,Brown County CUSD 1,39.972,-90.783,51.0
1727340,Mount Vernon SD 80,38.324,-88.919,148.0
1727390,Mt Zion CUSD 3,39.758,-88.86,191.0
1727450,Mulberry Grove CUSD 1,38.943,-89.3,30.0
1727540,Mundelein ESD 75,42.271,-88.013,188.0
1727610,Murphysboro CUSD 186,37.744,-89.362,152.0
1727710,Naperville CUSD 203,41.748,-88.113,1310.0
1727720,Nashville CCSD 49,38.328,-89.373,57.0
1727780,Nauvoo-Colusa CUSD 325,40.557,-91.31,30.0
1727810,Nelson Public SD No 8,41.77,-89.604,4.0
1727840,Neoga CUSD 3,39.321,-88.402,52.0
1727930,Nettle Creek CCSD 24C,41.401,-88.532,11.0
1727960,New Athens CUSD 60,38.307,-89.876,41.0
1727990,New Berlin CUSD 16,39.718,-89.867,62.0
1728110,New Hope CCSD 6,38.306,-88.346,21.0
1728140,New Lenox SD 122,41.511,-87.951,621.0
1728160,New Simpson Hill SD 32,37.533,-88.775,26.0
1728270,Newark CCSD 66,41.545,-88.551,27.0
1728500,Niles ESD 71,42.017,-87.797,58.0
1728560,Nokomis CUSD 22,39.286,-89.252,44.0
1728620,Mclean County USD 5,40.578,-88.983,1003.0
1728650,Norridge SD 80,41.961,-87.824,116.0
1728700,North Boone CUSD 200,42.398,-88.792,126.0
1728810,North Clay CUSD 25,38.818,-88.506,51.0
1728890,North Palos SD 117,41.715,-87.827,318.0
1728920,N Pekin & Marquette Hght SD 102,40.612,-89.621,66.0
1728980,Northbrook SD 28,42.137,-87.808,196.0
1729040,Norwood ESD 63,40.7,-89.699,49.0
1729100,Oak Grove SD 68,40.638,-89.674,45.0
1729130,Oak Grove SD 68,42.305,-87.907,108.0
1729190,Oak Lawn-Hometown SD 123,41.716,-87.741,341.0
1729250,Oak Park ESD 97,41.887,-87.79,603.0
1729310,Oakdale CCSD 1,38.263,-89.5,9.0
1729340,Oakland CUSD 5,39.675,-88.054,21.0
1729420,Oblong CUSD 4,39.011,-87.894,44.0
1729520,Odell CCSD 435,40.996,-88.527,15.0
1729670,Oglesby ESD 125,41.287,-89.116,52.0
1729700,Ohio CCSD 17,41.575,-89.455,9.0
1729760,O Fallon CCSD 90,38.61,-89.888,393.0
1729890,Olympia CUSD 16,40.368,-89.26,138.0
1729940,R O W V A CUSD 208,41.07,-90.173,51.0
1730060,Orangeville CUSD 203,42.45,-89.667,29.0
1730160,Oregon CUSD 220,41.998,-89.335,108.0
1730200,Orion CUSD 223,41.344,-90.361,81.0
1730220,Orland SD 135,41.616,-87.881,611.0
1730270,CUSD 308,41.667,-88.312,1324.0
1730300,Ottawa ESD 141,41.327,-88.846,214.0
1730420,Palatine CCSD 15,42.11,-88.049,1361.0
1730480,Palestine CUSD 3,38.978,-87.63,26.0
1730510,CCSD 180,41.701,-87.97,70.0
1730540,Northwestern CUSD 2,39.429,-90.021,25.0
1730570,Palos Heights SD 128,41.661,-87.777,80.0
1730600,Palos CCSD 118,41.671,-87.836,214.0
1730630,Pana CUSD 8,39.351,-89.078,98.0
1730660,Panhandle CUSD 2,39.367,-89.624,37.0
1730750,Paris-Union SD 95,39.604,-87.697,97.0
1730780,Paris CUSD 4,39.554,-87.609,54.0
1730810,Park Forest SD 163,41.482,-87.687,203.0
1730840,Park Ridge CCSD 64,42.013,-87.841,493.0
1730870,Patoka CUSD 100,38.766,-89.082,18.0
1730900,Gen George Patton SD 133,41.651,-87.628,38.0
1730930,Pawnee CUSD 11,39.587,-89.54,47.0
1730990,Payson CUSD 1,39.819,-91.24,37.0
1731020,Pearl City CUSD 200,42.259,-89.858,37.0
1731050,Pecatonica CUSD 321,42.328,-89.361,70.0
1731080,Pekin PSD 108,40.566,-89.601,374.0
1731140,Pembroke CCSD 259,41.053,-87.576,28.0
1731200,Pennoyer SD 79,41.971,-87.812,44.0
1731230,Peoria SD 150,40.711,-89.61,997.0
1731270,Peoria Heights CUSD 325,40.766,-89.57,57.0
1731290,Peotone CUSD 207U,41.364,-87.852,137.0
1731380,Peru ESD 124,41.333,-89.148,103.0
1731410,Porta CUSD 202,40.007,-89.913,81.0
1731500,Southwestern CUSD 9,39.115,-90.082,127.0
1731560,CCSD 204,38.125,-89.308,18.0
1731710,Pikeland CUSD 10,39.523,-90.702,93.0
1731740,Plainfield SD 202,41.611,-88.198,2217.0
1731770,Plano CUSD 88,41.68,-88.537,174.0
1731860,Pleasant Hill SD 69,40.679,-89.654,24.0
1731890,Pleasant Hill CUSD 3,39.44,-90.884,21.0
1731920,Pleasant Plains CUSD 8,39.847,-89.913,98.0
1731950,Pleasant Valley SD 62,40.715,-89.661,44.0
1732040,Pleasantdale SD 107,41.751,-87.898,86.0
1732090,Potomac CUSD 10,40.311,-87.787,16.0
1732100,Polo CUSD 222,41.986,-89.584,47.0
1732160,Pontiac CCSD 429,40.88,-88.618,128.0
1732190,Pontiac-W Holliday SD 105,38.589,-89.98,75.0
1732280,Pope Co Cud 1,37.468,-88.58,41.0
1732370,Posen-Robbins ESD 143-5,41.637,-87.689,180.0
1732490,Prairie Du Rocher CCSD 134,38.082,-90.102,18.0
1732520,Prairie Grove CSD 46,42.269,-88.254,107.0
1732550,Prairie Hill CCSD 133,42.471,-88.973,87.0
1732670,Princeton ESD 115,41.296,-89.456,121.0
1732770,Princeville CUSD 326,40.922,-89.794,56.0
1732830,Prophetstown-Lyndon-Tampico CUSD3,41.655,-89.891,65.0
1732850,Prospect Heights SD 23,42.107,-87.945,163.0
1732960,Putnam County CUSD 535,41.228,-89.25,64.0
1732970,Queen Bee SD 16,41.917,-88.087,214.0
1733000,Quincy SD 172,39.945,-91.352,483.0
1733030,Raccoon Cons SD 1,38.537,-88.991,26.0
1733090,Ramsey CUSD 204,39.152,-89.151,38.0
1733120,Rankin CSD 98,40.514,-89.694,24.0
1733210,Rantoul City SD 137,40.304,-88.244,159.0
1733300,Red Bud CUSD 132,38.188,-89.971,65.0
1733380,Reed Custer CUSD 255U,41.244,-88.186,128.0
1733390,Rhodes SD 84-5,41.916,-87.846,71.0
1733450,Richland Gsd 88A,41.587,-88.129,104.0
1733690,Ridgeland SD 122,41.72,-87.783,240.0
1733750,Riley CCSD 18,42.197,-88.662,36.0
1733810,River Forest SD 90,41.898,-87.816,157.0
1733840,River Grove SD 85-5,41.93,-87.837,66.0
1733870,River Trails SD 26,42.081,-87.903,159.0
1733900,Riverdale SD 14,41.773,-89.728,8.0
1733930,Riverdale CUSD 100,41.599,-90.258,84.0
1733950,River Bend CUSD 2,41.849,-90.12,74.0
1733990,Riverside SD 96,41.836,-87.819,178.0
1734100,Riverton CUSD 14,39.843,-89.566,109.0
1734110,Riverview CCSD 2,40.791,-89.535,26.0
1734140,Roanoke Benson CUSD 60,40.825,-89.171,43.0
1734170,Robein SD 85,40.689,-89.51,20.0
1734230,Robinson CUSD 2,39.007,-87.75,116.0
1734260,Rochelle CCSD 231,41.908,-89.096,179.0
1734320,Rochester CUSD 3A,39.747,-89.525,178.0
1734350,Rock Falls ESD 13,41.771,-89.696,104.0
1734410,Rock Island SD 41,41.453,-90.575,480.0
1734440,Rockridge CUSD 300,41.39,-90.679,90.0
1734470,Rockdale SD 84,41.503,-88.13,29.0
1734510,Rockford SD 205,42.226,-89.017,2029.0
1734540,Rockton SD 140,42.405,-89.101,174.0
1734590,Rome CCSD 2,38.431,-88.969,33.0
1734620,Rondout SD 72,42.265,-87.905,18.0
1734650,Rooks Creek CCSD 425,40.896,-88.742,5.0
1734710,Roselle SD 12,41.981,-88.081,78.0
1734740,Schaumburg CCSD 54,42.028,-88.105,1529.0
1734770,Rosemont ESD 78,41.986,-87.867,26.0
1734870,Rossville-Alvin CUSD 7,40.359,-87.598,30.0
1734990,Round Lake CUSD 116,42.366,-88.1,560.0
1735010,Roxana CUSD 1,38.844,-90.061,138.0
1735100,Rutland CCSD 230,41.367,-88.76,8.0
1735160,Salem SD 111,38.64,-88.899,105.0
1735220,Salt Creek SD 48,41.86,-87.965,51.0
1735310,Sandoval CUSD 501,38.618,-89.132,37.0
1735340,Sandridge SD 172,41.514,-87.541,44.0
1735370,Sandwich CUSD 430,41.621,-88.61,171.0
1735400,Saratoga CCSD 60C,41.416,-88.403,82.0
1735460,CCSD 168,41.486,-87.569,168.0
1735610,Scales Mound CUSD 211,42.458,-90.299,15.0
1735640,Schiller Park SD 81,41.961,-87.87,129.0
1735770,Selmaville CCSD 10,38.605,-89.003,25.0
1735820,Seneca CCSD 170,41.272,-88.621,57.0
1735940,Sesser-Valier CUSD 196,38.074,-89.061,53.0
1735970,Indian Creek CUSD 425,41.783,-88.88,58.0
1736090,Shelbyville CUSD 4,39.385,-88.773,90.0
1736180,Sherrard CUSD 200,41.249,-90.533,118.0
1736210,Shiloh Village SD 85,38.556,-89.915,64.0
1736240,Shirland CCSD 134,42.468,-89.208,15.0
1736300,ESD 159,41.499,-87.761,225.0
1736330,Signal Hill SD 181,38.576,-90.059,40.0
1736360,Silvis SD 34,41.545,-90.33,63.0
1736450,Skokie SD 68,42.053,-87.751,200.0
1736480,Skokie SD 69,42.032,-87.755,180.0
1736510,Smithton CCSD 130,38.395,-90.004,56.0
1736570,Somonauk CUSD 432,41.642,-88.704,68.0
1736600,County Of Winnebago SD 320,42.48,-89.036,76.0
1736610,Southeastern CUSD 337,40.272,-90.917,38.0
1736640,South Fork SD 14,39.586,-89.461,26.0
1736720,South Holland SD 150,41.588,-87.599,113.0
1736750,South Holland SD 151,41.602,-87.623,169.0
1736780,South Pekin SD 137,40.498,-89.655,24.0
1736810,Burbank SD 111,41.752,-87.771,374.0
1736840,South Wilmington CCSD 74,41.181,-88.261,10.0
1736900,Sparta CUSD 140,38.14,-89.74,95.0
1736960,Spoon River Valley CUSD 4,40.663,-90.202,29.0
1737020,Spring Lake CCSD 606,40.536,-89.749,8.0
1737050,Spring Valley CCSD 99,41.333,-89.213,78.0
1737080,Springfield SD 186,39.805,-89.655,1080.0
1737120,St Anne CCSD 256,41.006,-87.733,38.0
1737170,St Charles CUSD 303,41.943,-88.365,1045.0
1737230,St Elmo CUSD 202,39.028,-88.852,36.0
1737320,St George CCSD 258,41.178,-87.816,53.0
1737350,Triad CUSD 2,38.734,-89.794,268.0
1737380,St Joseph CCSD 169,40.098,-88.06,97.0
1737440,St Libory Cons SD 30,38.378,-89.734,9.0
1737470,St Rose SD 14-15,38.695,-89.555,18.0
1737490,Stark County CUSD 100,41.064,-89.839,55.0
1737590,Staunton CUSD 6,38.98,-89.767,86.0
1737650,Steeleville CUSD 138,38.005,-89.671,31.0
1737680,Steger SD 194,41.484,-87.601,169.0
1737800,Steward ESD 220,41.832,-89.025,8.0
1737830,Stewardson-Strasburg Cud 5A,39.295,-88.642,26.0
1737860,Central Stickney SD 110,41.811,-87.764,46.0
1737980,Stockton CUSD 206,42.321,-90.015,42.0
1738070,Woodland CUSD 5,41.054,-88.848,36.0
1738130,Sullivan CUSD 300,39.59,-88.601,85.0
1738190,Summersville SD 79,38.32,-88.87,28.0
1738220,Summit Hill SD 161,41.529,-87.815,391.0
1738370,Sunnybrook SD 171,41.542,-87.543,126.0
1738400,Sunset Ridge SD 29,42.109,-87.785,58.0
1738460,Sycamore CUSD 427,42.007,-88.667,289.0
1738490,V I T CUSD 2,40.349,-90.377,26.0
1738520,Taft SD 90,41.577,-88.052,38.0
1738550,Tamaroa School Dist 5,38.127,-89.236,13.0
1738700,Taylorville CUSD 3,39.521,-89.272,193.0
1738760,Teutopolis CUSD 50,39.145,-88.462,81.0
1738790,Thomasboro CCSD 130,40.243,-88.197,16.0
1738910,Thornton SD 154,41.568,-87.59,25.0
1739030,CCSD 146,41.615,-87.793,256.0
1739090,Cumberland CUSD 77,39.27,-88.205,73.0
1739120,Tolono CUSD 7,39.968,-88.319,131.0
1739180,Tonica CCSD 79,41.226,-89.057,22.0
1739390,Tremont CUSD 702,40.51,-89.489,72.0
1739420,Wesclin CUSD 3,38.62,-89.671,101.0
1739450,Tri City CUSD 1,39.843,-89.422,41.0
1739480,Tri Point CUSD 6-J,40.916,-88.227,33.0
1739510,Troy CCSD 30C,41.513,-88.181,478.0
1739600,Tuscola CUSD 301,39.817,-88.313,77.0
1739630,Century CUSD 100,37.264,-89.054,33.0
1739660,Union SD 81,41.49,-88.024,13.0
1739780,Union Ridge SD 86,41.963,-87.802,59.0
1739930,Unity Point CCSD 140,37.651,-89.234,66.0
1739960,Urbana SD 116,40.092,-88.181,299.0
1740070,Valley View CUSD 365U,41.686,-88.065,1341.0
1740080,Valmeyer CUSD 3,38.314,-90.315,37.0
1740140,Vandalia CUSD 203,38.933,-89.124,116.0
1740200,Venice CUSD 3,38.668,-90.164,10.0
1740260,Vienna SD 55,37.382,-88.841,44.0
1740320,Villa Grove CUSD 302,39.844,-88.157,51.0
1740350,SD 45 Dupage County,41.888,-87.986,367.0
1740380,Virden CUSD 4,,,65.0
1740410,Virginia CUSD 64,39.938,-90.187,22.0
1740470,Wabash CUSD 348,38.439,-87.854,115.0
1740500,CCSD 89,41.838,-88.067,218.0
1740530,Wallace CCSD 195,41.409,-88.887,36.0
1740620,Waltham CCSD 185,41.392,-88.993,26.0
1740650,Waltonville CUSD 1,38.195,-89.079,28.0
1740680,North Wamac SD 186,38.497,-89.159,13.0
1740740,Warren CUSD 205,42.461,-90.07,31.0
1740830,Warrensburg-Latham CUSD 11,39.946,-89.085,74.0
1740890,Warsaw CUSD 316,40.279,-91.417,29.0
1740920,Lowpoint-Washburn CUSD 21,40.912,-89.289,29.0
1741010,District 50 Schools,40.679,-89.464,85.0
1741040,Washington SD 52,40.705,-89.373,97.0
1741070,Waterloo CUSD 5,38.296,-90.133,202.0
1741190,Wauconda CUSD 118,42.286,-88.16,338.0
1741250,Waukegan CUSD 60,42.38,-87.854,1258.0
1741280,Waverly CUSD 6,39.596,-89.945,30.0
1741360,Wayne City CUSD 100,38.363,-88.594,42.0
1741520,Calumet City SD 155,41.626,-87.549,132.0
1741550,West Chicago ESD 33,41.875,-88.215,429.0
1741580,Frankfort CUSD 168,37.903,-88.922,137.0
1741600,West Lincoln-Broadwell ESD 92,40.107,-89.433,19.0
1741690,Indian Prairie CUSD 204,41.721,-88.196,2226.0
1741700,West Northfield SD 31,42.103,-87.872,101.0
1741730,West Richland CUSD 2,38.677,-88.223,27.0
1741750,West Washington Co Cud 10,38.393,-89.568,40.0
1741790,Westchester SD 92-5,41.845,-87.891,131.0
1741820,Western Springs SD 101,41.814,-87.902,169.0
1741910,Westmer CUSD 203,,,39.0
1741980,CUSD 201,41.805,-87.976,105.0
1742060,Wethersfield CUSD 230,41.194,-89.909,48.0
1742180,CUSD 200,41.869,-88.116,979.0
1742210,Wheeling CCSD 21,42.133,-87.908,706.0
1742240,North Greene CUSD 3,39.442,-90.476,66.0
1742300,Whiteside SD 115,38.55,-89.948,147.0
1742310,Sterling CUSD 5,41.836,-89.787,252.0
1742450,Williamsfield CUSD 210,40.923,-90.043,21.0
1742480,Williamsville CUSD 15,39.929,-89.55,110.0
1742510,Willow Grove SD 46,38.53,-89.175,17.0
1742570,Willow Springs SD 108,41.71,-87.879,38.0
1742600,Wilmette SD 39,42.078,-87.735,417.0
1742630,Wilmington CUSD 209U,41.31,-88.087,106.0
1742660,Winchester CUSD 1,39.607,-90.436,47.0
1742690,Windsor CUSD 1,39.439,-88.588,26.0
1742720,Winfield SD 34,41.869,-88.156,35.0
1742790,Winnebago CUSD 323,42.253,-89.241,114.0
1742840,Winnetka SD 36,42.106,-87.739,220.0
1742900,Winthrop Harbor SD 1,42.478,-87.814,72.0
1742960,Wolf Branch SD 113,38.556,-89.985,101.0
1742990,Shawnee CUSD 84,37.311,-89.383,31.0
1743020,Wood Dale SD 7,41.975,-87.98,124.0
1743050,Wood River-Hartford ESD 15,38.811,-90.094,78.0
1743110,Woodland CCSD 50,42.376,-87.973,780.0
1743170,Woodlawn CCSD 4,38.329,-89.04,35.0
1743330,Woodstock CUSD 200,42.321,-88.451,468.0
1743380,Worth SD 127,41.687,-87.788,114.0
1743800,Zeigler-Royalton CUSD 188,37.903,-89.063,48.0
1743860,Zion ESD 6,42.452,-87.841,284.0
1743960,Yorkville CUSD 115,41.606,-88.43,433.0
1743962,Midwest Central CUSD 191,40.404,-89.823,81.0
1800008,White River Valley School District,38.985,-87.047,62.0
1800023,In Sch For The Blind & Vis Imprd,,,
1800030,M S D Southwest Allen County Schls,40.971,-85.282,536.0
1800060,Adams Central Community Schools,40.739,-84.869,89.0
1800097,Dewey Prairie Cons School Corp,,,10.0
1800107,Tri-Township Cons School Corp,41.333,-86.865,30.0
1800114,Edpower Arlington,,,74.0
1800118,North Central Parke Community Schl Corp,,,98.0
1800119,Edison Learning Roosevelt,,,63.0
1800120,Alexandria Community School Corp,40.263,-85.661,110.0
1800126,Csusa Howe,,,114.0
1800127,Csusa Donnan,,,163.0
1800150,Anderson Community School Corp,40.105,-85.635,603.0
1800180,Argos Community Schools,41.223,-86.25,49.0
1800210,Attica Consolidated School Corp,40.233,-87.254,60.0
1800240,South Dearborn Community Sch Corp,39.082,-85.019,214.0
1800270,Avon Community School Corp,39.759,-86.392,687.0
1800330,Barr-Reeve Community Schools Inc,38.662,-86.992,58.0
1800360,Bartholomew Con School Corp,39.15,-85.929,811.0
1800390,Batesville Community School Corp,39.338,-85.223,154.0
1800420,Baugo Community Schools,41.648,-86.032,148.0
1800450,Beech Grove City Schools,39.715,-86.079,203.0
1800480,Benton Community School Corp,40.6,-87.325,141.0
1800570,Blackford County Schools,40.473,-85.324,143.0
1800600,Bloomfield School District,39.047,-86.896,75.0
1800630,Monroe County Community Sch Corp,39.103,-86.481,817.0
1800660,Blue River Valley Schools,40.028,-85.355,51.0
1800690,North Harrison Com School Corp,38.339,-86.113,170.0
1800720,M S D Bluffton-Harrison,40.699,-85.146,106.0
1800750,M S D Boone Township,41.309,-87.181,87.0
1800840,Clay Community Schools,39.434,-87.123,327.0
1800900,Bremen Public Schools,41.428,-86.146,109.0
1800960,Brown County School Corporation,39.193,-86.226,156.0
1801020,Brownsburg Community School Corp,39.851,-86.38,601.0
1801050,Brownstown Cnt Com Sch Corp,38.953,-86.187,125.0
1801060,C A Beard Memorial School Corp,39.832,-85.546,98.0
1801170,Cannelton City Schools,37.903,-86.734,17.0
1801200,Carmel Clay Schools,39.963,-86.129,1258.0
1801230,Medora Community School Corp,38.819,-86.234,20.0
1801290,Carroll Consolidated School Corp,40.499,-86.443,87.0
1801320,Cass Township Schools,,,27.0
1801410,Caston School Corporation,40.91,-86.257,59.0
1801440,Center Grove Community School Corp,39.574,-86.195,598.0
1801560,Centerville-Abington Com Schs,39.808,-85.0,126.0
1801590,Dekalb Co Ctl United Sch District,41.45,-85.044,294.0
1801710,Central Noble Com School Corp,41.378,-85.479,95.0
1801740,Perry Central Com Schools Corp,38.118,-86.65,86.0
1801770,Randolph Central School Corp,40.215,-84.998,122.0
1801890,Clark-Pleasant Community Sch Corp,39.587,-86.009,472.0
1801920,Clarksville Community School Corp,38.302,-85.764,100.0
1802040,Northwestern School Corp,40.515,-86.288,130.0
1802130,Clinton Central School Corporation,40.274,-86.337,77.0
1802160,Clinton Prairie School Corporation,40.246,-86.628,81.0
1802190,South Central Com School Corp,41.45,-86.762,68.0
1802220,Cloverdale Community Schools,39.464,-86.814,94.0
1802280,Whitley County Con Schools,41.098,-85.473,264.0
1802400,Concord Community Schools,41.637,-85.917,376.0
1802430,Covington Community School Corp,40.072,-87.357,73.0
1802440,Crawford County Community Sch Corp,38.293,-86.404,119.0
1802460,Crawfordsville Community Schools,40.033,-86.893,176.0
1802490,Crown Point Community School Corp,41.391,-87.383,587.0
1802520,Culver Community Schools Corp,41.173,-86.446,78.0
1802550,Danville Community School Corp,39.775,-86.549,198.0
1802610,Decatur County Community Schools,39.217,-85.601,167.0
1802640,M S D Decatur Township,39.677,-86.282,491.0
1802660,Delaware Community School Corp,40.306,-85.371,202.0
1802700,Delphi Community School Corp,40.629,-86.549,117.0
1802730,Dewey Township Schools,,,8.0
1802800,Duneland School Corporation,41.591,-87.055,483.0
1802830,Zionsville Community Schools,40.029,-86.28,461.0
1802850,East Allen County Schools,41.029,-84.913,694.0
1802880,School City Of East Chicago,41.642,-87.462,445.0
1802910,Lake Station Community Schools,41.578,-87.25,113.0
1802940,East Gibson School Corporation,38.276,-87.391,73.0
1802970,East Noble School Corporation,41.466,-85.255,280.0
1803000,East Washington School Corp,38.493,-86.058,120.0
1803030,Eastbrook Community Sch Corp,40.593,-85.507,121.0
1803060,Dekalb Co Eastern Com Sch District,41.36,-84.884,108.0
1803090,Eastern Greene Schools,39.007,-86.757,97.0
1803120,Eastern Hancock Co Com Sch Corp,39.837,-85.651,89.0
1803150,Eastern Howard School Corporation,40.494,-85.935,107.0
1803180,Randolph Eastern School Corp,40.254,-84.853,70.0
1803210,Shelby Eastern Schools,39.406,-85.686,100.0
1803240,Edinburgh Community School Corp,39.409,-85.979,68.0
1803270,Elkhart Community Schools,41.713,-85.975,954.0
1803300,Elwood Community School Corp,40.28,-85.836,119.0
1803330,Eminence Community School Corp,39.515,-86.622,36.0
1803450,Evansville Vanderburgh School Corp,38.071,-87.57,1681.0
1803480,Fairfield Community Schools,41.497,-85.715,164.0
1803510,Fayette County School Corporation,39.622,-85.204,285.0
1803570,Flat Rock-Hawcreek School Corp,39.306,-85.821,70.0
1803630,Fort Wayne Community Schools,41.116,-85.164,2311.0
1803660,Community Schools Of Frankfort,40.311,-86.515,241.0
1803690,Franklin Community School Corp,39.485,-86.017,378.0
1803700,Franklin County Community Sch Corp,39.416,-85.012,209.0
1803720,Lanesville Community School Corp,38.23,-86.006,50.0
1803750,Franklin Township Com Sch Corp,39.681,-86.017,686.0
1803780,Fremont Community Schools,41.73,-85.054,76.0
1803810,Frontier School Corporation,40.641,-86.904,58.0
1803840,Garrett-Keyser-Butler Com Sch Corp,41.323,-85.136,133.0
1803870,Gary Community School Corp,41.598,-87.341,1027.0
1803930,Goshen Community Schools,41.566,-85.829,488.0
1803940,Greater Clark County Schools,38.528,-85.589,796.0
1803960,Greater Jasper Consolidated Schs,38.404,-87.004,241.0
1803990,Greencastle Community School Corp,39.648,-86.96,150.0
1804050,Greenfield-Central Com Schools,39.818,-85.778,349.0
1804080,Greensburg Community Schools,39.312,-85.457,175.0
1804110,Greenwood Community Sch Corp,39.617,-86.121,294.0
1804140,Monroe-Gregg School District,39.548,-86.514,116.0
1804170,Griffith Public Schools,41.523,-87.428,183.0
1804230,Hamilton Community Schools,41.554,-84.909,32.0
1804260,Hamilton Heights School Corp,40.16,-85.995,173.0
1804320,School City Of Hammond,41.593,-87.503,1047.0
1804350,Hanover Community School Corp,41.392,-87.479,161.0
1804470,Western School Corporation,40.429,-86.271,202.0
1804500,Wes-Del Community Schools,40.31,-85.51,61.0
1804560,School Town Of Highland,41.552,-87.463,248.0
1804590,School City Of Hobart,41.529,-87.268,304.0
1804620,River Forest Community Sch Corp,41.563,-87.295,115.0
1804710,Huntington Co Com Sch Corp,40.835,-85.489,425.0
1804770,Indianapolis Public Schools,39.783,-86.143,3008.0
1804800,Jac-Cen-Del Community Sch Corp,39.17,-85.326,67.0
1804980,Jay School Corporation,40.44,-84.935,270.0
1805190,Jennings County School Corporation,38.993,-85.659,356.0
1805280,Kankakee Valley School Corp,41.184,-87.122,271.0
1805340,Knox Community School Corp,41.285,-86.637,151.0
1805370,Kokomo School Corporation,40.484,-86.136,462.0
1805400,Lafayette School Corporation,40.42,-86.87,539.0
1805450,Lake Central School Corporation,41.478,-87.482,759.0
1805460,Lake Ridge New Tech Schools,41.547,-87.387,143.0
1805520,Lakeland School Corporation,41.682,-85.39,161.0
1805550,Wawasee Community School Corp,41.375,-85.713,241.0
1805580,Laporte Community School Corp,41.534,-86.652,484.0
1805670,M S D Lawrence Township,39.882,-86.009,1168.0
1805700,Lawrenceburg Community School Corp,39.112,-84.873,139.0
1805790,Lebanon Community School Corp,40.04,-86.414,268.0
1805880,Liberty-Perry Community Sch Corp,40.155,-85.272,86.0
1805910,Linton-Stockton School Corporation,39.039,-87.185,109.0
1806030,Logansport Community Sch Corp,40.785,-86.316,308.0
1806060,Loogootee Community Sch Corp,38.802,-86.851,75.0
1806080,M S D Warren County,40.292,-87.43,90.0
1806090,Maconaquah School Corp,40.651,-86.078,173.0
1806120,Madison Consolidated Schools,38.822,-85.368,235.0
1806240,Madison-Grant United School Corp,40.393,-85.776,106.0
1806270,Manchester Community Schools,40.981,-85.744,117.0
1806390,Marion Community Schools,40.557,-85.664,303.0
1806480,Sheridan Community Schools,40.159,-86.187,81.0
1806510,M S D Martinsville Schools,39.42,-86.443,393.0
1806570,Michigan City Area Schools,41.673,-86.881,465.0
1806600,Middlebury Community Schools,41.67,-85.719,340.0
1806630,Milan Community Schools,39.174,-85.139,91.0
1806660,Mill Creek Community Sch Corp,39.659,-86.59,118.0
1806840,School City Of Mishawaka,41.665,-86.18,381.0
1806870,Mississinewa Community School Corp,40.481,-85.644,187.0
1806900,Mitchell Community Schools,38.75,-86.513,137.0
1807020,Cowan Community School Corp,40.113,-85.386,60.0
1807080,Monroe Central School Corp,40.23,-85.155,79.0
1807110,Eastern Pulaski Community Sch Corp,41.0,-86.611,93.0
1807140,Mooresville Con School Corp,39.586,-86.298,347.0
1807230,Yorktown Community Schools,40.184,-85.509,179.0
1807260,Mt Vernon Community School Corp,39.837,-85.895,282.0
1807290,M S D Mount Vernon,38.002,-87.924,165.0
1807320,Muncie Community Schools,40.191,-85.386,548.0
1807350,School Town Of Munster,41.545,-87.503,297.0
1807380,Nettle Creek School Corporation,39.937,-85.12,89.0
1807410,New Albany-Floyd Co Con Sch,38.322,-85.899,888.0
1807440,New Castle Community School Corp,39.917,-85.351,274.0
1807470,M S D Of New Durham Township,41.563,-86.874,68.0
1807500,New Harmony Town & Twp Con Sch,38.12,-87.897,12.0
1807560,New Prairie United School Corp,41.683,-86.509,222.0
1807620,Nineveh-Hensley-Jackson United,39.388,-86.128,141.0
1807650,Noblesville Schools,40.051,-86.024,743.0
1807680,North Adams Community Schools,40.861,-84.944,125.0
1807710,North Daviess Com Schools,38.815,-87.024,89.0
1807770,North Gibson School Corp,38.379,-87.577,153.0
1807800,North Judson-San Pierre Sch Corp,41.209,-86.773,92.0
1807830,North Knox School Corp,38.815,-87.37,101.0
1807860,North Lawrence Com Schools,38.889,-86.379,390.0
1807890,North Miami Community Schools,40.908,-86.078,76.0
1807900,North Montgomery Com Sch Corp,40.127,-86.823,154.0
1807920,North Newton School Corp,41.037,-87.401,111.0
1807950,M S D North Posey Co Schools,38.078,-87.768,102.0
1807980,North Putnam Community Schools,39.777,-86.775,123.0
1808010,North Spencer County Sch Corp,38.086,-86.913,146.0
1808040,Tri-Central Community Schools,40.356,-86.196,65.0
1808070,North Vermillion Com Sch Corp,39.884,-87.472,56.0
1808100,North West Hendricks Schools,39.871,-86.63,144.0
1808120,Northeast Dubois Co Sch Corp,38.438,-86.778,72.0
1808130,North White School Corp,40.85,-86.87,66.0
1808160,Northeast School Corp,39.211,-87.288,97.0
1808190,Northeastern Wayne Schools,39.947,-84.955,89.0
1808220,Northern Wells Community Schools,40.83,-85.248,181.0
1808250,Northwest Allen County Schools,41.141,-85.277,521.0
1808280,Shenandoah School Corporation,40.004,-85.503,108.0
1808310,Northwestern Con School Corp,39.59,-85.89,111.0
1808340,Oak Hill United School Corp,40.581,-85.794,122.0
1808460,Oregon-Davis School Corp,41.389,-86.511,46.0
1808490,Orleans Community Schools,38.645,-86.351,62.0
1808640,Paoli Community School Corp,38.497,-86.431,120.0
